trial,detection_rate,false_positive_rate,capex_M,reactive_annual_tco_M,nadissp_annual_tco_M,reactive_5yr_tco_M,nadissp_5yr_tco_M,delta_tco_M,npv_M,payback_year,irr,ac_cmaps_turbofan,ac_ai4i_manufacturing,ac_3w_offshore_well,ac_espset_pump
9572,0.7384,0.1719,454.968,607.1,279.16,3035.49,1395.8,1380.859,925.891,2.0,0.536,282.176,415.504,616.757,448.892
9573,0.7125,0.1106,366.472,465.64,141.23,2328.21,706.17,1412.929,1046.457,2.0,0.7199,50.472,455.711,474.536,607.686
9574,0.8118,0.0847,632.705,432.06,156.03,2160.29,780.13,1121.93,489.224,3.0,0.2273,472.56,294.281,347.803,133.612
9575,0.8027,0.2409,309.94,338.15,239.63,1690.74,1198.16,476.144,166.204,4.0,0.1626,340.967,334.76,121.028,62.47
9576,0.7638,0.1814,342.192,533.95,143.11,2669.76,715.57,1661.281,1319.088,2.0,0.9352,520.267,474.893,356.819,468.06
9577,0.8301,0.1066,306.126,382.82,175.63,1914.09,878.17,905.06,598.934,2.0,0.5179,385.384,362.502,133.732,222.493
9578,0.8965,0.2159,442.527,575.83,275.26,2879.16,1376.28,1278.323,835.795,2.0,0.5022,343.419,400.239,541.948,443.923
9579,0.8366,0.0058,253.69,671.15,120.83,3355.74,604.15,2327.746,2074.055,1.0,1.8249,576.343,664.829,329.231,793.485
9580,0.889,0.1759,288.946,284.95,77.09,1424.73,385.46,917.966,629.021,2.0,0.5685,351.31,316.906,153.622,208.006
9581,0.8631,0.3511,345.985,502.51,238.81,2512.55,1194.07,1163.903,817.918,2.0,0.6108,343.812,425.44,254.212,566.025
9582,0.8739,0.1049,286.804,631.85,74.2,3159.23,370.99,2364.177,2077.373,1.0,1.6357,604.1,197.593,681.083,780.583
9583,0.7427,0.1277,369.479,504.95,222.13,2524.75,1110.66,1247.711,878.232,2.0,0.6137,524.515,359.544,351.655,413.745
9584,0.8019,0.0767,354.206,732.76,209.9,3663.79,1049.49,2243.654,1889.448,1.0,1.2446,527.769,396.076,641.437,865.08
9585,0.7925,0.1312,423.495,330.64,145.63,1653.2,728.17,806.949,383.454,3.0,0.2621,0.0,124.277,534.475,371.982
9586,0.8756,0.0491,383.847,450.89,47.94,2254.44,239.7,1805.399,1421.552,2.0,0.903,517.056,258.908,464.564,508.106
9587,0.9738,0.1076,458.928,482.04,263.9,2410.22,1319.48,937.101,478.172,3.0,0.2972,259.386,285.244,192.044,568.539
9588,0.8729,0.0826,392.44,469.12,387.4,2345.58,1937.02,290.72,-101.72,,,444.144,181.379,252.913,55.366
9589,0.7972,0.0561,350.193,640.93,122.68,3204.65,613.38,2282.114,1931.921,1.0,1.2823,653.245,514.439,498.551,678.049
9590,0.8744,0.1896,321.619,457.73,187.74,2288.65,938.68,1130.032,808.413,2.0,0.6442,584.645,136.337,512.69,57.76
9591,0.8232,0.22,483.496,494.47,254.36,2472.35,1271.79,1003.924,520.428,3.0,0.306,409.344,270.382,374.737,375.786
9592,0.84,0.0532,456.623,546.74,280.49,2733.7,1402.46,1135.11,678.487,3.0,0.407,546.188,291.053,187.463,557.539
9593,0.8453,0.1798,357.535,470.76,175.47,2353.79,877.37,1341.763,984.228,2.0,0.6973,639.887,417.812,195.66,305.995
9594,0.8185,0.1231,513.068,545.83,123.09,2729.13,615.47,1792.611,1279.543,2.0,0.6399,583.213,488.763,273.577,528.785
9595,0.806,0.1329,297.209,848.19,199.08,4240.93,995.42,2762.292,2465.083,1.0,1.8489,911.581,666.357,679.555,720.271
9596,0.9207,0.0891,404.176,741.34,327.91,3706.69,1639.56,1732.584,1328.408,2.0,0.8137,182.391,473.074,683.589,814.026
9597,0.8484,0.2073,446.161,66.03,35.49,330.15,177.46,137.974,-308.187,,,0.0,144.022,0.0,57.946
9598,0.6235,0.2242,282.575,1044.49,246.79,5222.44,1233.97,3435.144,3152.568,1.0,2.4262,1371.033,366.427,1027.385,707.586
9599,0.8439,0.1447,407.293,384.08,122.74,1920.39,613.71,1163.85,756.557,2.0,0.495,570.879,392.416,129.699,230.167
9600,0.9074,0.1305,396.711,768.68,147.43,3843.42,737.17,2696.481,2299.771,1.0,1.34,606.31,478.859,872.165,823.607
9601,0.7786,0.0785,484.284,644.26,31.18,3221.32,155.91,2677.158,2192.874,1.0,1.077,648.6,446.275,502.169,900.971
9602,0.929,0.301,360.899,342.22,223.77,1711.08,1118.83,529.707,168.809,4.0,0.1432,336.817,239.058,67.061,399.56
9603,0.8251,0.0831,289.032,423.98,102.77,2119.88,513.85,1393.362,1104.33,2.0,0.928,718.821,248.506,294.015,135.888
9604,0.7904,0.1517,261.011,444.66,39.92,2223.29,199.61,1736.063,1475.052,1.0,1.31,420.487,218.676,669.1,304.039
9605,0.7099,0.1419,425.997,438.97,158.68,2194.84,793.38,1254.944,828.946,2.0,0.5155,363.818,253.928,147.409,746.045
9606,0.7803,0.0091,350.352,319.13,135.86,1595.65,679.28,763.453,413.101,3.0,0.3318,389.498,331.037,143.717,83.213
9607,0.8395,0.0976,327.696,220.99,291.53,1104.93,1457.66,-338.274,-665.97,,,26.995,130.02,188.755,-184.252
9608,0.675,0.1236,323.173,439.27,108.76,2196.33,543.8,1411.949,1088.776,2.0,0.8314,504.93,324.809,362.215,378.458
9609,0.8513,0.256,277.404,675.55,203.77,3377.75,1018.85,2091.414,1814.01,1.0,1.4922,670.77,862.005,155.776,711.028
9610,0.8582,0.2866,329.576,585.21,65.9,2926.04,329.48,2205.386,1875.811,1.0,1.3183,770.648,134.159,442.752,811.556
9611,0.8457,0.1935,242.323,407.84,392.39,2039.19,1961.97,92.237,-150.086,,,280.921,164.75,576.316,-299.275
9612,0.8761,0.1973,408.085,522.55,18.76,2612.75,93.79,2221.516,1813.431,1.0,1.0594,372.959,279.777,826.581,529.807
9613,0.8321,0.1016,407.516,517.49,271.37,2587.46,1356.84,1051.422,643.906,2.0,0.4296,290.501,716.665,175.938,401.587
9614,0.7073,0.0967,393.413,274.79,76.99,1373.97,384.95,880.864,487.451,3.0,0.3467,106.673,241.248,270.143,383.502
9615,0.9378,0.0657,400.394,358.25,141.71,1791.25,708.57,935.382,534.988,3.0,0.3706,279.825,207.048,314.588,313.731
9616,0.7726,0.2938,256.47,606.73,187.95,3033.64,939.77,1857.755,1601.285,1.0,1.4317,494.811,443.286,783.066,276.619
9617,0.8494,0.2278,326.646,655.21,510.7,3276.04,2553.5,679.21,352.565,3.0,0.3067,142.648,394.963,253.43,637.464
9618,0.9286,0.0578,449.046,327.79,99.38,1638.95,496.92,1024.362,575.316,3.0,0.3571,222.239,0.0,336.28,505.355
9619,0.7109,0.189,424.71,563.53,182.97,2817.63,914.87,1667.568,1242.859,2.0,0.7354,123.773,255.066,727.231,749.774
9620,0.8496,0.1433,306.765,405.3,188.55,2026.48,942.75,925.796,619.031,2.0,0.5321,396.465,176.178,190.292,518.459
9621,0.9089,0.124,349.353,354.49,58.25,1772.44,291.23,1284.552,935.199,2.0,0.6805,213.752,372.867,162.671,567.03
9622,0.7616,0.2454,486.827,303.32,91.19,1516.6,455.95,922.294,435.467,3.0,0.2592,234.394,496.513,206.702,58.882
9623,0.8355,0.1608,324.22,389.86,62.32,1949.32,311.6,1402.015,1077.796,2.0,0.8218,215.222,472.508,214.425,541.02
9624,0.691,0.1056,383.491,234.37,115.32,1171.85,576.6,539.794,156.303,4.0,0.126,204.818,247.95,276.135,-6.911
9625,0.9346,0.0988,302.155,512.71,56.34,2563.57,281.69,1947.474,1645.318,1.0,1.2676,288.767,189.614,324.315,1102.662
9626,0.8138,0.0553,398.033,321.93,383.24,1609.65,1916.19,-289.311,-687.345,,,451.757,131.124,51.553,-316.388
9627,0.6909,0.2023,347.601,580.26,158.43,2901.32,792.17,1867.012,1519.411,1.0,1.0441,381.385,406.8,645.663,589.968
9628,0.6991,0.2406,267.395,347.95,149.32,1739.74,746.62,889.362,621.967,2.0,0.6022,156.032,346.116,148.34,469.673
9629,0.8889,0.1602,273.953,171.64,86.09,858.21,430.47,369.843,95.891,4.0,0.1092,104.488,183.036,0.0,202.974
9630,0.9069,0.0878,318.882,580.41,292.67,2902.04,1463.37,1183.71,864.829,2.0,0.6883,432.189,810.681,394.235,28.025
9631,0.6898,0.1263,464.495,397.97,247.73,1989.85,1238.64,684.097,219.602,4.0,0.1447,215.567,379.227,248.8,361.489
9632,0.9338,0.0924,471.049,272.48,72.0,1362.4,360.0,871.931,400.881,3.0,0.2478,136.428,7.621,486.132,298.47
9633,0.8227,0.1117,304.886,399.8,173.5,1999.02,867.51,1009.816,704.93,2.0,0.5991,0.0,248.191,263.517,794.826
9634,0.7188,0.0905,532.921,498.37,427.73,2491.87,2138.67,292.872,-240.049,,,256.655,80.071,559.236,-69.264
9635,0.688,0.0272,385.741,630.49,237.04,3152.44,1185.22,1641.719,1255.979,2.0,0.807,362.266,523.9,158.209,819.561
9636,0.8033,0.0696,351.212,446.16,155.49,2230.8,777.45,1226.904,875.691,2.0,0.6397,361.047,241.715,355.147,509.5
9637,0.8702,0.2318,371.459,375.1,197.87,1875.52,989.35,748.832,377.373,3.0,0.2906,248.908,340.823,368.814,181.425
9638,0.8395,0.0774,223.574,370.94,124.72,1854.72,623.58,1051.467,827.893,2.0,0.9029,92.195,329.564,374.448,345.754
9639,0.9002,0.1076,335.434,415.16,140.98,2075.82,704.89,1151.431,815.997,2.0,0.6262,595.849,197.71,0.0,542.191
9640,0.9439,0.4433,341.351,755.28,143.41,3776.41,717.05,2574.844,2233.494,1.0,1.493,987.869,518.899,669.785,371.221
9641,0.7698,0.2023,301.84,291.94,96.62,1459.71,483.12,855.25,553.41,2.0,0.4894,230.516,35.898,323.572,357.311
9642,0.8606,0.1044,387.539,693.03,232.14,3465.17,1160.72,2032.348,1644.809,1.0,1.0175,508.478,703.211,525.956,445.609
9643,0.8922,0.0374,360.387,421.26,91.32,2106.31,456.6,1438.599,1078.212,2.0,0.7497,214.768,401.91,185.019,735.115
9644,0.827,0.0967,323.426,385.68,315.99,1928.42,1579.94,331.384,7.958,5.0,0.0082,479.353,-2.268,83.581,300.644
9645,0.7596,0.1437,341.018,246.08,228.36,1230.39,1141.82,92.826,-248.193,,,219.114,134.137,63.685,116.198
9646,0.6862,0.2363,465.107,656.81,246.18,3284.03,1230.88,1768.436,1303.328,2.0,0.7081,725.876,245.123,323.988,808.683
9647,0.8177,0.2463,530.672,390.16,116.81,1950.82,584.03,1174.038,643.365,3.0,0.3401,269.554,380.213,193.532,503.771
9648,0.6315,0.0068,284.128,329.92,207.06,1649.59,1035.32,570.621,286.493,3.0,0.2886,205.375,124.315,428.476,130.81
9649,0.9087,0.0706,444.175,157.71,60.92,788.55,304.61,430.06,-14.115,,,245.632,0.0,78.827,146.469
9650,0.7691,0.1403,303.52,510.87,200.02,2554.36,1000.08,1342.906,1039.385,2.0,0.8433,262.067,242.865,353.808,772.605
9651,0.6664,0.1044,355.692,563.8,142.35,2819.0,711.74,1840.755,1485.062,1.0,1.0029,388.561,256.49,307.917,1007.773
9652,0.8142,0.1126,338.103,591.36,174.1,2956.82,870.51,1776.934,1438.831,1.0,1.0199,573.386,200.543,566.369,651.327
9653,0.8454,0.1304,348.392,240.2,113.17,1200.99,565.86,514.49,166.098,4.0,0.1458,100.816,140.187,284.466,125.505
9654,0.879,0.3493,378.01,640.14,276.24,3200.69,1381.19,1554.515,1176.506,2.0,0.7759,493.196,325.822,453.868,577.728
9655,0.8666,0.1348,378.097,619.91,40.9,3099.57,204.48,2521.796,2143.699,1.0,1.3138,474.207,646.499,593.293,667.358
9656,0.8794,0.082,367.856,510.76,220.78,2553.78,1103.92,1221.0,853.144,2.0,0.6007,271.51,451.429,146.411,784.005
9657,0.6451,0.1035,287.996,379.66,230.48,1898.31,1152.39,676.616,388.62,3.0,0.3739,444.167,56.831,156.284,350.722
9658,0.8581,0.0336,526.051,424.67,42.59,2123.33,212.93,1624.392,1098.341,2.0,0.5481,420.668,330.632,228.521,606.356
9659,0.8278,0.0615,295.42,437.75,169.05,2188.73,845.25,1210.743,915.322,2.0,0.7729,479.397,334.944,185.249,385.355
9660,0.7216,0.2261,375.754,413.07,183.39,2065.36,916.97,993.082,617.329,2.0,0.4445,577.513,218.378,89.659,352.739
9661,0.8057,0.0862,341.133,287.22,205.94,1436.12,1029.71,358.986,17.853,5.0,0.0172,247.824,302.52,-19.201,119.436
9662,0.7574,0.2159,248.781,470.32,301.72,2351.58,1508.58,731.111,482.33,2.0,0.5138,389.039,465.841,158.089,253.038
9663,0.698,0.0735,332.587,366.58,257.06,1832.92,1285.32,498.448,165.861,4.0,0.152,346.602,290.883,345.099,-45.981
9664,0.7284,0.1306,340.5,616.23,210.17,3081.17,1050.83,1749.337,1408.837,1.0,0.995,315.23,277.262,297.753,1133.532
9665,0.8093,0.1088,208.493,407.62,137.85,2038.09,689.25,1131.624,923.13,1.0,1.056,272.455,95.554,383.522,531.583
9666,0.8263,0.0612,390.856,456.74,171.31,2283.72,856.54,1267.747,876.891,2.0,0.5836,383.575,456.269,105.118,545.129
9667,0.8212,0.2094,386.889,602.06,216.79,3010.29,1083.95,1647.45,1260.561,2.0,0.8075,292.692,363.608,924.294,377.382
9668,0.7583,0.2663,334.119,678.7,98.36,3393.48,491.79,2585.419,2251.3,1.0,1.5328,494.684,594.709,805.76,637.365
9669,0.8833,0.1646,377.531,735.05,143.07,3675.23,715.36,2628.47,2250.939,1.0,1.374,387.627,674.801,736.99,921.224
9670,0.9039,0.2272,460.404,631.53,130.18,3157.64,650.89,2224.67,1764.266,2.0,0.9303,1243.342,69.232,334.258,515.844
9671,0.7346,0.0544,349.344,597.26,219.45,2986.3,1097.26,1698.444,1349.101,2.0,0.9367,509.082,280.159,430.746,844.881
9672,0.7714,0.1056,311.835,457.31,242.45,2286.54,1212.24,931.494,619.659,2.0,0.525,399.532,340.683,290.176,61.822
9673,0.8565,0.0307,255.71,637.28,185.54,3186.38,927.71,2055.449,1799.739,1.0,1.594,335.253,511.315,425.5,945.274
9674,0.7878,0.0943,378.664,693.59,84.83,3467.94,424.13,2593.53,2214.867,1.0,1.3507,391.696,617.656,779.141,702.88
9675,0.8606,0.1222,311.119,383.07,69.34,1915.34,346.69,1362.276,1051.157,2.0,0.8335,319.778,77.109,512.569,469.031
9676,0.6053,0.04,337.521,405.03,287.41,2025.16,1437.07,529.161,191.64,4.0,0.1714,274.213,260.679,267.057,240.191
9677,0.8139,0.4345,279.08,325.24,161.31,1626.2,806.57,719.123,440.043,2.0,0.4288,326.543,121.322,206.545,372.454
9678,0.7441,0.0675,417.117,592.38,184.7,2961.9,923.52,1757.753,1340.636,2.0,0.798,353.607,289.263,506.697,869.793
9679,0.8622,0.0946,415.499,660.34,298.84,3301.69,1494.22,1495.298,1079.799,2.0,0.6632,680.138,588.888,172.652,595.983
9680,0.9217,0.0837,355.562,649.02,230.15,3245.11,1150.75,1890.908,1535.347,1.0,1.033,543.377,351.656,702.638,522.908
9681,0.915,0.2261,401.287,404.07,103.56,2020.35,517.79,1297.117,895.831,2.0,0.581,298.579,210.35,400.138,461.937
9682,0.8006,0.1198,412.185,305.96,42.15,1529.81,210.75,1175.578,763.393,2.0,0.4937,121.874,117.535,424.092,516.67
9683,0.8021,0.1913,397.451,399.89,125.75,1999.46,628.73,1209.499,812.049,2.0,0.5379,164.281,427.281,534.334,216.889
9684,0.715,0.1581,250.706,477.55,142.93,2387.74,714.67,1414.89,1164.184,1.0,1.1012,539.105,416.906,279.777,321.408
9685,0.7277,0.0561,416.682,315.87,320.17,1579.37,1600.86,-35.645,-452.327,,,361.731,95.964,3.976,-46.62
9686,0.894,0.0439,529.898,432.85,111.51,2164.27,557.57,1438.545,908.647,2.0,0.4615,448.335,415.13,193.875,458.37
9687,0.797,0.0779,397.4,229.44,133.3,1147.22,666.48,412.539,15.139,5.0,0.0126,246.217,304.024,0.0,44.857
9688,0.788,0.2024,340.314,691.91,171.08,3459.56,855.39,2294.34,1954.026,1.0,1.3287,253.408,364.29,732.429,1084.13
9689,0.8923,0.016,400.424,757.2,161.63,3786.02,808.13,2519.888,2119.464,1.0,1.2361,1008.269,439.448,394.172,713.904
9690,0.8454,0.2508,280.82,470.58,32.63,2352.9,163.17,1866.026,1585.205,1.0,1.3087,322.377,576.523,248.168,621.526
9691,0.7695,0.0277,310.449,430.74,199.3,2153.7,996.49,1013.464,703.016,2.0,0.5883,80.342,603.271,417.715,139.414
9692,0.8258,0.1645,348.088,361.63,153.08,1808.16,765.42,910.038,561.95,2.0,0.4378,107.531,90.521,525.462,350.933
9693,0.8344,0.1086,487.421,403.9,387.29,2019.5,1936.44,41.37,-446.052,,,394.221,110.261,167.982,-37.378
9694,0.8588,0.0438,660.94,713.59,216.06,3567.96,1080.32,2150.033,1489.093,2.0,0.5857,505.601,455.264,588.143,624.925
9695,0.6752,0.2145,293.363,296.81,83.27,1484.03,416.34,900.686,607.323,2.0,0.5441,391.519,265.897,43.446,274.472
9696,0.8692,0.0249,300.815,406.14,170.44,2030.72,852.2,980.083,679.268,2.0,0.5869,406.76,424.188,217.772,231.48
9697,0.7457,0.1452,294.783,354.97,105.71,1774.83,528.57,1112.428,817.645,2.0,0.7019,365.445,116.662,298.196,435.323
9698,0.8567,0.0573,273.287,464.04,202.63,2320.2,1013.17,1119.566,846.279,2.0,0.7725,426.97,682.498,0.0,264.688
9699,0.8421,0.1581,386.332,311.14,88.49,1555.68,442.47,977.775,591.443,2.0,0.4178,165.808,278.18,120.311,520.979
9700,0.7022,0.0752,202.505,409.58,281.23,2047.91,1406.14,554.718,352.214,2.0,0.4673,149.413,82.851,385.343,365.82
9701,0.8946,0.0778,483.711,287.71,96.46,1438.54,482.31,849.497,365.786,3.0,0.2227,255.435,327.671,183.719,191.39
9702,0.8579,0.2853,393.664,216.08,96.09,1080.41,480.44,526.232,132.568,4.0,0.1053,183.646,52.829,31.35,370.718
9703,0.7185,0.2236,322.18,616.79,378.5,3083.96,1892.49,997.058,674.878,2.0,0.5497,330.804,187.492,631.159,288.883
9704,0.8511,0.1245,357.147,425.95,167.1,2129.75,835.49,1099.923,742.775,2.0,0.5463,336.561,150.431,407.406,387.002
9705,0.6692,0.1269,406.334,477.04,140.92,2385.22,704.61,1451.458,1045.123,2.0,0.6573,261.518,723.081,435.667,184.253
9706,0.9308,0.0361,347.983,549.71,130.77,2748.56,653.85,1818.256,1470.273,1.0,1.0134,498.967,215.144,541.421,667.735
9707,0.8201,0.072,235.676,258.76,109.92,1293.82,549.61,651.906,416.23,2.0,0.4736,119.387,285.965,186.269,179.273
9708,0.8291,0.1099,310.57,350.77,218.81,1753.83,1094.06,557.58,247.01,3.0,0.2331,97.297,476.884,155.265,269.4
9709,0.8923,0.0426,338.944,374.18,157.58,1870.91,787.9,915.198,576.254,2.0,0.4581,281.067,26.083,397.545,343.277
9710,0.8989,0.0421,304.362,516.51,163.29,2582.56,816.46,1550.17,1245.809,1.0,0.9856,501.378,396.042,264.551,590.242
9711,0.8382,0.096,405.572,665.48,248.45,3327.38,1242.25,1824.299,1418.727,2.0,0.8591,391.623,451.989,889.379,438.059
9712,0.659,0.1814,488.542,449.89,250.56,2249.47,1252.8,913.65,425.108,3.0,0.2529,169.908,624.725,150.146,359.918
9713,0.9448,0.0599,327.905,905.09,215.68,4525.43,1078.41,2917.4,2589.495,1.0,1.7685,785.658,478.825,890.626,963.975
9714,0.8281,0.1376,334.035,191.57,100.02,957.83,500.1,383.649,49.613,5.0,0.048,195.554,25.846,73.309,287.341
9715,0.9069,0.2403,346.617,326.41,142.24,1632.04,711.21,755.147,408.53,3.0,0.3317,421.488,157.323,372.294,73.644
9716,0.741,0.0575,467.112,300.72,91.68,1503.61,458.4,921.104,453.992,3.0,0.2793,149.876,344.646,251.373,299.161
9717,0.8841,0.1004,317.91,559.8,175.71,2798.98,878.57,1700.269,1382.359,1.0,1.0393,28.812,825.956,469.317,566.289
9718,0.8258,0.0365,469.614,588.33,106.16,2941.66,530.82,2039.258,1569.644,2.0,0.8257,629.48,349.742,416.51,664.313
9719,0.899,0.3166,307.133,920.07,147.93,4600.33,739.67,3264.388,2957.255,1.0,2.1185,741.051,452.642,1218.379,852.555
9720,0.9125,0.2767,417.187,534.9,83.09,2674.48,415.44,1907.704,1490.517,2.0,0.8751,446.582,315.951,668.619,471.885
9721,0.8464,0.109,329.112,219.46,70.36,1097.31,351.82,629.475,300.364,3.0,0.2639,28.882,388.886,208.93,133.876
9722,0.8191,0.0824,578.331,619.75,280.74,3098.77,1403.69,1497.21,918.879,2.0,0.4317,498.837,277.478,368.525,683.807
9723,0.7419,0.2473,305.333,663.8,239.13,3318.98,1195.67,1774.72,1469.387,1.0,1.1364,428.735,532.181,392.419,700.642
9724,0.7948,0.1357,313.464,612.9,196.57,3064.48,982.84,1783.447,1469.982,1.0,1.1107,275.213,473.953,423.183,739.186
9725,0.773,0.0854,297.004,597.79,179.72,2988.94,898.58,1749.094,1452.09,1.0,1.1523,358.485,298.231,852.658,449.319
9726,0.8673,0.075,399.463,467.25,130.59,2336.27,652.94,1450.887,1051.424,2.0,0.6706,520.672,570.576,139.714,467.882
9727,0.9133,0.0357,349.671,270.23,153.76,1351.15,768.82,486.754,137.083,4.0,0.1215,185.752,87.042,293.817,190.843
9728,0.7469,0.0947,327.436,296.09,245.52,1480.46,1227.58,220.562,-106.874,,,201.156,211.37,128.659,151.512
9729,0.8038,0.2341,370.929,814.3,336.78,4071.5,1683.92,2046.793,1675.865,1.0,1.0749,861.029,472.951,492.671,560.336
9730,0.8757,0.1759,411.532,993.81,465.52,4969.03,2327.59,2329.45,1917.918,1.0,1.1047,725.277,481.453,903.812,601.88
9731,0.8926,0.2115,370.514,366.79,315.71,1833.94,1578.54,237.034,-133.48,,,411.181,241.331,169.902,-43.851
9732,0.7467,0.0783,369.394,836.33,291.39,4181.65,1456.95,2297.585,1928.191,1.0,1.221,708.812,357.949,676.9,697.156
9733,0.7941,0.1345,367.037,954.28,93.15,4771.41,465.76,3706.74,3339.703,1.0,2.0117,1248.175,186.182,588.718,1501.666
9734,0.7745,0.3652,395.338,736.1,194.84,3680.52,974.18,2387.193,1991.855,1.0,1.1833,622.173,727.822,504.11,538.116
9735,0.7192,0.1208,302.689,507.81,221.61,2539.07,1108.06,1244.937,942.248,2.0,0.776,590.356,542.415,268.741,197.982
9736,0.7936,0.3854,366.11,448.22,198.76,2241.12,993.81,1095.682,729.572,2.0,0.5263,133.287,664.25,419.888,300.518
9737,0.8937,0.0797,488.855,637.84,364.78,3189.21,1823.88,1200.196,711.341,3.0,0.3996,382.398,390.852,535.744,418.389
9738,0.8992,0.1442,445.504,568.88,270.85,2844.41,1354.25,1267.689,822.185,2.0,0.4922,177.282,478.64,499.488,590.348
9739,0.7932,0.402,352.641,454.12,218.96,2270.59,1094.8,1004.975,652.334,2.0,0.4932,593.238,399.018,117.882,187.968
9740,0.7965,0.1267,281.379,561.24,179.09,2806.22,895.45,1647.433,1366.054,1.0,1.1452,881.662,438.31,110.206,365.94
9741,0.7771,0.0733,388.91,547.89,130.11,2739.46,650.53,1824.686,1435.775,2.0,0.9005,299.165,666.597,5.12,1032.725
9742,0.8524,0.2009,332.756,536.23,105.72,2681.14,528.61,1816.146,1483.39,1.0,1.0623,266.375,513.653,429.041,685.775
9743,0.7265,0.0414,581.942,210.54,147.1,1052.68,735.51,258.001,-323.941,,,262.988,83.575,101.098,139.763
9744,0.7938,0.0472,319.65,515.15,219.08,2575.74,1095.39,1315.528,995.878,2.0,0.7766,642.11,196.386,441.814,200.163
9745,0.9316,0.1032,391.552,397.43,118.29,1987.15,591.45,1210.573,819.022,2.0,0.549,200.058,248.814,0.0,969.646
9746,0.7895,0.1753,341.712,563.45,82.66,2817.27,413.31,2101.864,1760.152,1.0,1.2067,466.317,454.168,310.507,864.483
9747,0.9129,0.2861,483.569,662.82,238.83,3314.1,1194.16,1905.239,1421.671,2.0,0.7384,502.876,483.128,635.118,560.208
9748,0.6413,0.2269,302.758,611.18,98.3,3055.92,491.49,2258.991,1956.232,1.0,1.4762,485.112,897.257,545.943,325.1
9749,0.7903,0.1534,438.039,283.88,263.12,1419.42,1315.61,88.801,-349.238,,,178.378,167.062,238.983,-68.07
9750,0.6616,0.1146,358.354,254.57,245.16,1272.84,1225.78,34.873,-323.482,,,231.117,13.333,147.353,138.753
9751,0.8554,0.055,331.526,317.13,182.79,1585.64,913.96,609.31,277.784,3.0,0.2444,125.843,310.824,285.629,186.619
9752,0.8125,0.1067,405.131,395.22,97.06,1976.1,485.32,1359.029,953.899,2.0,0.6086,284.764,284.347,186.737,708.063
9753,0.8775,0.0403,254.462,646.16,234.04,3230.8,1170.19,1714.312,1459.85,1.0,1.3277,919.856,691.934,64.265,257.25
9754,0.9208,0.0552,376.562,394.1,259.09,1970.48,1295.47,565.326,188.763,4.0,0.1527,241.84,295.212,467.171,-38.043
9755,0.8867,0.0507,376.592,246.39,142.59,1231.95,712.93,467.678,91.086,5.0,0.0768,311.013,41.35,197.264,185.211
9756,0.7886,0.0731,521.345,734.28,34.79,3671.42,173.93,3063.837,2542.492,1.0,1.1498,751.722,787.521,796.162,456.944
9757,0.6987,0.2058,358.929,559.26,49.55,2796.28,247.73,2213.205,1854.277,1.0,1.2098,728.299,426.686,239.042,697.71
9758,0.9134,0.0763,281.635,721.08,155.47,3605.38,777.37,2524.396,2242.761,1.0,1.7819,491.117,876.91,559.316,613.331
9759,0.7094,0.1744,363.169,481.41,180.02,2407.05,900.08,1405.122,1041.953,2.0,0.7228,293.481,585.42,543.575,120.309
9760,0.8645,0.1194,268.497,576.07,69.14,2880.36,345.71,2179.538,1911.042,1.0,1.6101,884.053,117.999,486.236,620.038
9761,0.9238,0.1299,340.075,184.46,139.96,922.32,699.8,154.825,-185.25,,,0.0,304.522,91.121,86.544
9762,0.7793,0.2208,366.659,341.69,112.65,1708.44,563.27,966.005,599.346,2.0,0.4426,361.557,253.546,196.286,286.61
9763,0.9261,0.0871,261.223,148.35,29.35,741.76,146.76,524.271,263.048,3.0,0.2883,91.315,0.0,0.0,437.801
9764,0.9171,0.1573,264.256,777.47,142.14,3887.33,710.71,2778.616,2514.36,1.0,2.0956,522.769,545.147,607.724,1189.1
9765,0.6479,0.164,286.307,572.91,123.57,2864.54,617.86,1959.494,1673.187,1.0,1.3497,847.468,153.15,270.956,786.211
9766,0.7081,0.2577,370.406,385.64,226.59,1928.22,1132.93,714.448,344.041,3.0,0.2681,234.711,176.666,214.114,558.887
9767,0.9136,0.1437,394.929,653.1,225.35,3265.51,1126.74,1817.73,1422.801,2.0,0.8815,388.093,358.735,904.098,491.963
9768,0.8904,0.1905,370.405,443.77,202.29,2218.83,1011.46,1031.445,661.04,2.0,0.478,411.742,183.752,107.747,716.124
9769,0.8421,0.0567,308.435,394.31,214.56,1971.54,1072.8,752.501,444.066,3.0,0.3959,667.199,336.28,155.098,-58.148
9770,0.7921,0.3004,546.592,455.68,200.56,2278.39,1002.82,1078.09,531.498,3.0,0.2794,235.166,557.248,86.212,516.402
9771,0.7844,0.1713,283.493,584.65,274.92,2923.27,1374.6,1375.045,1091.552,2.0,0.9342,528.783,205.46,493.54,599.548
9772,0.7296,0.0496,268.741,523.37,291.36,2616.86,1456.82,1032.8,764.058,2.0,0.7171,352.295,370.625,432.14,254.261
9773,0.8272,0.0812,266.258,683.35,262.11,3416.76,1310.55,1753.106,1486.848,1.0,1.2962,610.028,164.033,532.281,809.118
9774,0.936,0.1788,419.016,311.3,226.37,1556.5,1131.87,383.293,-35.723,,,70.204,455.411,158.261,84.603
9775,0.734,0.2698,360.881,327.06,124.4,1635.29,621.98,888.525,527.643,3.0,0.4013,267.725,39.916,305.257,419.538
