trial,detection_rate,false_positive_rate,capex_M,reactive_annual_tco_M,nadissp_annual_tco_M,reactive_5yr_tco_M,nadissp_5yr_tco_M,delta_tco_M,npv_M,payback_year,irr,ac_cmaps_turbofan,ac_ai4i_manufacturing,ac_3w_offshore_well,ac_espset_pump
2547,0.9126,0.3641,455.625,700.32,179.29,3501.61,896.47,2206.213,1750.589,2.0,0.9325,429.086,455.229,616.982,799.05
2548,0.7991,0.1094,290.368,192.84,107.17,964.21,535.84,372.395,82.027,4.0,0.0891,127.392,32.129,79.069,309.134
2549,0.7999,0.1619,524.489,517.61,141.65,2588.06,708.23,1636.974,1112.486,2.0,0.5557,177.886,398.16,325.96,904.364
2550,0.8797,0.2522,409.707,377.47,186.2,1887.34,931.01,854.953,445.246,3.0,0.3086,489.614,359.397,121.359,155.051
2551,0.7858,0.1553,308.16,374.86,159.71,1874.3,798.54,950.999,642.838,2.0,0.5477,297.193,557.97,241.569,95.8
2552,0.8515,0.114,357.87,559.95,184.73,2799.77,923.67,1604.365,1246.495,2.0,0.8559,310.534,329.719,622.873,548.684
2553,0.8946,0.2547,295.841,472.59,154.53,2362.93,772.67,1337.885,1042.044,2.0,0.8643,370.425,268.483,226.492,650.977
2554,0.735,0.3686,372.026,224.58,61.46,1122.91,307.29,710.071,338.046,3.0,0.2629,278.335,215.88,96.215,174.271
2555,0.9536,0.0471,267.321,860.85,352.44,4304.26,1762.2,2220.481,1953.16,1.0,1.6485,991.538,475.665,352.419,726.994
2556,0.8342,0.2019,394.562,630.01,204.15,3150.03,1020.74,1860.057,1465.495,2.0,0.9053,310.883,297.243,752.694,694.969
2557,0.7001,0.1048,338.311,294.71,122.72,1473.56,613.59,753.509,415.198,3.0,0.3438,138.855,382.692,44.721,393.068
2558,0.8793,0.0687,532.138,723.82,53.88,3619.1,269.38,2816.826,2284.689,1.0,1.0278,652.045,789.71,405.692,839.157
2559,0.7586,0.0968,476.952,445.88,251.58,2229.4,1257.9,859.125,382.173,3.0,0.2347,341.251,302.506,198.838,317.385
2560,0.8564,0.2143,357.404,393.23,126.09,1966.13,630.47,1185.834,828.43,2.0,0.6004,491.803,174.246,300.47,354.774
2561,0.8564,0.1551,317.525,609.77,336.95,3048.83,1684.73,1237.777,920.252,2.0,0.7292,422.082,341.263,760.663,289.894
2562,0.8644,0.0298,384.424,471.86,191.26,2359.28,956.32,1177.393,792.969,2.0,0.5424,440.211,225.703,300.189,428.221
2563,0.9053,0.0966,268.71,571.51,285.66,2857.53,1428.29,1261.784,993.074,2.0,0.9013,389.439,215.783,763.009,284.496
2564,0.7482,0.0864,360.642,607.34,245.15,3036.69,1225.74,1544.946,1184.304,2.0,0.813,341.152,313.636,428.828,784.479
2565,0.8821,0.0856,349.267,747.54,424.87,3737.7,2124.37,1411.034,1061.766,2.0,0.7602,425.768,610.521,623.302,142.644
2566,0.7603,0.0541,354.816,644.3,245.8,3221.5,1228.99,1740.008,1385.193,2.0,0.9456,700.529,656.255,163.527,527.619
2567,0.7738,0.053,431.49,574.18,260.32,2870.92,1301.59,1418.757,987.267,2.0,0.5936,268.579,432.444,366.107,754.463
2568,0.7533,0.2195,356.36,473.57,145.21,2367.85,726.07,1395.509,1039.149,2.0,0.7331,308.664,550.609,162.255,624.4
2569,0.7581,0.022,311.557,429.17,290.81,2145.84,1454.06,533.386,221.829,3.0,0.2109,119.15,324.609,346.737,148.478
2570,0.8255,0.0169,388.487,474.42,430.07,2372.09,2150.35,178.644,-209.842,,,326.792,302.563,136.691,271.44
2571,0.7457,0.0359,490.177,774.26,210.67,3871.29,1053.37,2397.923,1907.746,2.0,0.9431,391.552,736.722,579.128,875.615
2572,0.8427,0.2067,370.531,703.96,287.6,3519.79,1437.98,1720.954,1350.423,2.0,0.8904,393.965,267.175,600.91,950.175
2573,0.8961,0.1219,340.583,674.23,180.62,3371.15,903.1,2135.948,1795.365,1.0,1.2316,582.152,345.329,905.603,465.255
2574,0.784,0.211,273.977,723.63,80.49,3618.14,402.46,2816.997,2543.02,1.0,2.0486,831.831,109.696,739.305,1004.477
2575,0.5997,0.0706,429.527,402.47,19.05,2012.36,95.24,1627.714,1198.186,2.0,0.7054,248.274,456.973,248.845,579.479
2576,0.8147,0.0304,382.932,628.42,490.52,3142.11,2452.61,576.295,193.363,4.0,0.1538,372.526,394.746,498.522,35.636
2577,0.7133,0.0977,351.943,373.94,204.57,1869.68,1022.87,758.895,406.953,3.0,0.3261,214.271,327.849,111.619,436.474
2578,0.8764,0.0586,268.828,571.27,203.99,2856.37,1019.97,1621.874,1353.046,1.0,1.1822,927.563,262.658,243.972,345.736
2579,0.8052,0.122,367.108,451.56,51.39,2257.8,256.95,1772.335,1405.227,2.0,0.9295,536.355,109.28,418.339,633.291
2580,0.8523,0.1222,280.124,368.64,188.15,1843.18,940.75,826.046,545.922,2.0,0.5162,359.256,178.768,249.062,191.938
2581,0.9347,0.0394,289.765,379.8,281.38,1898.99,1406.9,409.504,119.74,4.0,0.1276,162.994,374.988,137.769,168.025
2582,0.8432,0.1694,341.018,525.69,210.33,2628.44,1051.63,1385.649,1044.631,2.0,0.7652,422.607,186.115,494.409,553.702
2583,0.8577,0.246,258.459,513.09,110.47,2565.46,552.35,1710.967,1452.508,1.0,1.3036,498.048,382.303,445.741,455.208
2584,0.7333,0.3481,324.359,337.06,139.57,1685.28,697.86,819.302,494.943,2.0,0.4166,66.298,94.186,346.085,526.632
2585,0.8909,0.0899,469.128,537.06,187.6,2685.32,937.99,1533.672,1064.544,2.0,0.5894,108.996,177.685,578.753,846.494
2586,0.8372,0.2209,309.682,430.73,56.54,2153.64,282.7,1593.443,1283.761,1.0,0.9967,160.598,329.654,465.458,619.952
2587,0.8138,0.1428,383.204,627.95,169.23,3139.74,846.15,1949.3,1566.096,1.0,0.9843,432.67,421.292,438.653,874.144
2588,0.726,0.1152,355.54,395.64,39.29,1978.22,196.47,1574.737,1219.197,2.0,0.8443,489.921,296.017,396.03,287.646
2589,0.8384,0.268,315.019,556.18,210.49,2780.88,1052.43,1490.2,1175.18,2.0,0.9088,451.367,297.921,375.315,604.903
2590,0.9197,0.2996,395.144,651.24,216.36,3256.21,1081.82,1839.514,1444.37,2.0,0.8927,504.361,627.501,498.359,498.648
2591,0.7359,0.1105,411.343,446.15,169.1,2230.75,845.48,1284.998,873.655,2.0,0.5564,615.103,175.258,342.588,397.843
2592,0.7073,0.3356,337.578,670.43,105.69,3352.15,528.44,2444.645,2107.068,1.0,1.4313,394.57,479.018,653.661,910.426
2593,0.7171,0.089,290.372,659.1,305.25,3295.5,1526.26,1557.233,1266.861,1.0,1.0424,295.486,278.104,375.74,973.378
2594,0.6524,0.0918,353.435,634.91,488.46,3174.56,2442.28,677.483,324.049,3.0,0.265,781.416,439.509,122.334,159.309
2595,0.7747,0.2844,422.223,265.09,65.65,1325.47,328.24,873.237,451.014,3.0,0.3039,151.048,261.621,242.429,329.637
2596,0.806,0.1671,436.287,670.82,242.22,3354.08,1211.11,1871.458,1435.17,2.0,0.8143,643.529,235.332,482.453,807.503
2597,0.9053,0.2225,377.248,481.33,270.26,2406.63,1351.3,919.059,541.811,3.0,0.395,515.372,309.247,161.266,364.102
2598,0.8577,0.2626,363.103,498.42,205.4,2492.08,1027.01,1247.358,884.255,2.0,0.6267,314.458,371.563,221.283,593.084
2599,0.742,0.0778,362.128,521.06,81.2,2605.29,406.0,1932.512,1570.384,1.0,1.0369,107.014,161.021,700.53,942.965
2600,0.7933,0.2,337.379,181.3,229.17,906.5,1145.85,-223.933,-561.312,,,135.543,156.606,69.861,-106.112
2601,0.7297,0.0709,271.849,255.08,230.27,1275.42,1151.34,70.373,-201.476,,,105.396,243.015,0.0,190.32
2602,0.9067,0.1046,295.74,876.67,569.54,4383.37,2847.69,1282.958,987.218,2.0,0.8247,967.845,350.747,304.481,123.144
2603,0.7922,0.1475,462.728,773.62,243.84,3868.1,1219.19,2270.943,1808.215,2.0,0.9464,527.86,140.823,856.152,1054.121
2604,0.742,0.1063,318.421,227.35,193.71,1136.75,968.56,193.013,-125.408,,,46.709,329.61,105.143,55.4
2605,0.8348,0.1495,465.909,232.85,50.91,1164.24,254.54,772.117,306.208,4.0,0.196,66.848,132.453,397.496,197.388
2606,0.7535,0.0828,275.234,495.88,362.36,2479.41,1811.8,616.881,341.646,3.0,0.3473,663.648,329.705,206.014,-51.848
2607,0.9479,0.116,286.892,566.36,154.69,2831.82,773.43,1763.176,1476.284,1.0,1.2056,516.426,409.329,308.056,681.431
2608,0.8725,0.2656,297.724,339.84,131.25,1699.19,656.27,861.936,564.211,2.0,0.5037,207.522,289.246,258.845,314.083
2609,0.8869,0.0358,384.253,315.32,173.88,1576.62,869.39,601.086,216.833,4.0,0.1704,383.188,359.039,85.516,134.641
2610,0.7949,0.0825,438.758,385.28,299.19,1926.39,1495.93,369.055,-69.703,,,215.681,124.919,335.664,139.351
2611,0.7615,0.1211,268.504,496.12,125.34,2480.61,626.68,1554.774,1286.27,1.0,1.1318,202.924,836.98,280.4,313.26
2612,0.9108,0.0519,427.57,679.33,201.68,3396.67,1008.41,2072.968,1645.398,2.0,0.9338,246.29,723.499,610.62,654.46
2613,0.7949,0.1715,321.352,317.78,186.15,1588.88,930.74,576.355,255.003,3.0,0.2327,115.115,161.91,381.155,257.075
2614,0.6767,0.1156,433.843,241.98,160.98,1209.89,804.92,337.942,-95.901,,,255.044,24.812,38.821,382.403
2615,0.7654,0.0425,473.482,490.8,129.63,2454.02,648.15,1537.357,1063.874,2.0,0.5843,49.956,669.455,586.931,415.985
2616,0.5893,0.1241,443.996,499.15,104.43,2495.73,522.17,1714.628,1270.632,2.0,0.7212,599.331,383.314,231.188,596.513
2617,0.7835,0.0554,236.091,507.44,138.85,2537.2,694.24,1538.733,1302.642,1.0,1.2825,233.891,302.68,410.327,764.44
2618,0.7265,0.0183,414.654,227.98,134.09,1139.91,670.46,391.202,-23.452,,,322.8,93.96,103.564,75.405
2619,0.7707,0.0352,357.61,596.8,211.49,2984.02,1057.45,1677.348,1319.737,2.0,0.9002,582.385,359.59,511.071,461.375
2620,0.8369,0.1891,331.239,524.1,121.69,2620.5,608.43,1764.745,1433.506,1.0,1.035,401.823,184.114,550.416,713.894
2621,0.9291,0.17,348.424,182.24,34.05,911.2,170.26,697.501,349.077,3.0,0.287,261.15,187.379,150.259,100.622
2622,0.7567,0.1215,409.682,656.85,172.36,3284.23,861.8,2066.157,1656.475,1.0,0.9751,385.633,712.845,414.623,807.446
2623,0.8047,0.1148,250.297,534.6,194.52,2672.99,972.58,1479.11,1228.813,1.0,1.1565,260.259,652.126,130.86,752.863
2624,0.5969,0.028,314.203,118.92,54.19,594.59,270.96,272.918,-41.285,,,49.447,64.552,54.481,189.315
2625,0.7289,0.1168,279.17,567.11,377.91,2835.55,1889.54,846.185,567.015,2.0,0.5351,445.982,209.527,725.906,16.122
2626,0.9369,0.0646,319.448,382.11,196.56,1910.55,982.82,804.058,484.61,2.0,0.4145,317.39,439.731,218.794,55.013
2627,0.8674,0.0583,331.13,278.85,227.2,1394.23,1136.01,253.023,-78.107,,,119.157,142.174,183.336,228.534
2628,0.6858,0.2596,408.632,441.19,239.32,2205.96,1196.61,875.324,466.692,3.0,0.3225,340.736,253.976,495.605,95.723
2629,0.8584,0.3699,201.65,528.16,86.21,2640.78,431.04,1890.427,1688.778,1.0,1.8653,225.124,519.054,749.509,372.963
2630,0.8547,0.2015,402.784,193.5,165.44,967.48,827.19,148.302,-254.482,,,129.282,0.0,305.998,-4.68
2631,0.9155,0.1394,328.936,336.11,99.85,1680.55,499.23,1055.992,727.055,2.0,0.576,317.593,312.218,131.985,399.516
2632,0.7762,0.0921,266.487,471.42,36.45,2357.08,182.26,1854.175,1587.688,1.0,1.3731,120.222,552.259,437.486,674.526
2633,0.7475,0.0199,422.561,282.95,136.05,1414.74,680.26,638.308,215.747,4.0,0.1554,260.858,362.736,130.529,130.2
2634,0.8004,0.0723,305.728,597.8,99.46,2989.0,497.32,2140.163,1834.434,1.0,1.3818,518.024,518.373,568.683,538.597
2635,0.8518,0.0955,339.434,454.51,133.65,2272.53,668.23,1329.906,990.472,2.0,0.7336,546.059,483.688,28.382,490.64
2636,0.7987,0.1382,444.476,286.61,114.34,1433.06,571.7,761.262,316.786,3.0,0.211,81.931,135.276,198.196,484.636
2637,0.7067,0.0843,473.46,442.3,81.85,2211.52,409.24,1517.964,1044.503,2.0,0.5751,426.034,149.722,303.995,648.539
2638,0.8737,0.1275,387.697,823.47,198.88,4117.33,994.39,2690.451,2302.754,1.0,1.3693,829.288,520.256,519.883,955.746
2639,0.774,0.1864,488.683,635.96,146.98,3179.78,734.92,2182.787,1694.104,2.0,0.8524,484.579,542.385,81.675,1186.272
2640,0.7326,0.1058,306.163,759.08,145.75,3795.39,728.76,2724.486,2418.323,1.0,1.7688,539.006,872.628,142.57,1205.287
2641,0.7847,0.3901,349.765,413.83,383.42,2069.14,1917.12,155.421,-194.344,,,174.122,317.38,335.868,105.173
2642,0.8814,0.2214,411.591,426.73,172.11,2133.63,860.55,1138.728,727.137,2.0,0.4737,678.122,398.597,192.055,44.675
2643,0.6878,0.1475,428.125,451.61,160.7,2258.03,803.48,1223.894,795.77,2.0,0.4953,65.165,428.183,493.667,528.858
2644,0.8597,0.1722,595.344,700.81,61.6,3504.06,308.01,2720.179,2124.835,2.0,0.8743,425.621,828.031,789.255,568.531
2645,0.8987,0.0956,363.631,435.48,170.48,2177.4,852.4,1103.904,740.273,2.0,0.5362,158.33,144.634,394.109,616.859
2646,0.8276,0.085,343.949,492.52,216.46,2462.62,1082.28,1137.717,793.768,2.0,0.5981,166.432,337.195,386.095,530.098
2647,0.8147,0.1033,404.231,256.1,108.92,1280.51,544.6,640.124,235.893,4.0,0.1758,562.482,69.791,104.162,68.436
2648,0.882,0.0463,407.292,137.77,25.82,688.87,129.12,483.312,76.019,5.0,0.0599,119.014,139.694,0.0,232.698
2649,0.8366,0.1457,402.128,527.03,202.9,2635.14,1014.49,1401.608,999.48,2.0,0.638,163.494,483.185,226.577,820.038
2650,0.9131,0.1666,283.318,633.83,131.68,3169.16,658.4,2175.388,1892.071,1.0,1.5206,485.487,549.834,292.722,934.436
2651,0.7362,0.0389,368.863,318.64,306.17,1593.2,1530.87,57.633,-311.23,,,212.285,432.118,39.618,41.841
2652,0.8611,0.0538,288.782,372.9,157.93,1864.48,789.64,931.914,643.132,2.0,0.5798,431.02,346.306,203.58,178.96
2653,0.8742,0.0723,217.389,297.59,150.07,1487.97,750.36,608.37,390.98,2.0,0.4812,144.89,151.995,117.975,403.548
2654,0.8407,0.1944,367.301,675.33,93.63,3376.66,468.15,2498.561,2131.26,1.0,1.3412,343.152,648.664,589.878,890.623
2655,0.8517,0.0875,375.825,309.95,56.43,1549.75,282.17,1064.828,689.003,2.0,0.4893,112.519,281.158,283.759,435.122
2656,0.7793,0.1842,344.602,542.37,100.77,2711.83,503.86,1922.704,1578.102,1.0,1.0878,337.231,628.878,421.207,587.28
2657,0.8492,0.0791,244.331,785.13,125.14,3925.65,625.7,2935.418,2691.087,1.0,2.3975,597.382,732.056,849.431,752.341
2658,0.7881,0.0611,293.615,393.35,56.57,1966.74,282.84,1435.82,1142.205,2.0,0.9427,319.807,235.394,422.752,471.956
2659,0.7407,0.0843,395.328,442.21,139.38,2211.05,696.92,1326.277,930.949,2.0,0.6087,341.407,77.979,313.362,753.887
2660,0.7989,0.1087,466.56,547.5,132.51,2737.51,662.56,1821.607,1355.046,2.0,0.7306,543.064,245.216,463.731,687.36
2661,0.693,0.1739,411.806,633.41,267.43,3167.04,1337.13,1584.335,1172.529,2.0,0.7181,496.17,387.553,470.186,478.712
2662,0.7292,0.156,380.122,751.13,164.27,3755.63,821.36,2657.217,2277.095,1.0,1.3798,663.313,475.684,761.041,825.804
2663,0.9217,0.0323,204.309,446.03,206.5,2230.15,1032.48,1050.285,845.976,1.0,0.9957,420.317,500.081,236.895,153.745
2664,0.8605,0.1225,377.002,187.01,137.75,935.05,688.77,184.76,-192.242,,,0.0,132.123,112.056,229.949
2665,0.6919,0.2149,437.104,412.89,282.79,2064.47,1413.94,560.982,123.878,4.0,0.0894,537.577,165.123,116.911,148.119
2666,0.8086,0.0387,321.374,465.77,255.62,2328.84,1278.09,912.857,591.483,2.0,0.491,325.493,343.589,300.789,378.184
2667,0.7899,0.1739,362.526,175.71,156.27,878.53,781.35,96.608,-265.918,,,41.257,332.186,-20.746,-67.26
2668,0.8014,0.0507,289.267,572.79,103.87,2863.93,519.34,2022.708,1733.441,1.0,1.3802,470.903,704.388,256.563,692.524
2669,0.9305,0.1014,352.004,312.36,152.8,1561.78,763.99,695.872,343.868,3.0,0.2806,310.428,171.632,233.669,226.333
2670,0.7637,0.0941,311.565,625.2,68.67,3125.99,343.37,2414.37,2102.805,1.0,1.535,325.166,1152.439,697.261,196.7
2671,0.6466,0.2183,285.617,451.17,183.99,2255.85,919.97,1157.014,871.397,2.0,0.7626,416.661,221.092,574.181,166.267
2672,0.9179,0.0957,348.606,557.7,239.86,2788.5,1199.28,1398.189,1049.583,2.0,0.7538,397.051,335.831,519.282,387.165
2673,0.8878,0.256,254.481,528.25,100.93,2641.25,504.65,1865.091,1610.611,1.0,1.4492,391.64,221.085,631.072,649.484
2674,0.8512,0.1963,442.234,457.21,177.84,2286.03,889.18,1161.044,718.811,2.0,0.4404,396.771,131.954,275.244,618.252
2675,0.8467,0.1476,532.01,226.76,70.66,1133.82,353.28,657.537,125.527,5.0,0.075,312.011,212.661,0.0,218.062
2676,0.76,0.0213,419.007,509.84,147.71,2549.2,738.55,1599.386,1180.379,2.0,0.7114,209.462,443.917,287.477,865.719
2677,0.8046,0.2122,300.716,421.91,119.72,2109.53,598.58,1330.592,1029.876,2.0,0.8434,386.832,60.924,259.198,752.246
2678,0.7748,0.1068,275.342,299.93,186.7,1499.65,933.49,505.089,229.748,3.0,0.2435,181.93,199.316,154.086,315.058
2679,0.8472,0.016,332.079,688.03,141.44,3440.15,707.18,2366.6,2034.522,1.0,1.4077,454.668,702.447,287.825,1029.749
2680,0.7673,0.1912,343.888,466.63,134.17,2333.16,670.87,1410.641,1066.754,2.0,0.7737,812.273,349.382,256.769,140.101
2681,0.7567,0.0784,404.465,573.37,245.76,2866.87,1228.8,1375.885,971.421,2.0,0.6192,73.205,408.877,433.362,831.198
2682,0.8491,0.3183,401.753,450.25,98.54,2251.26,492.72,1478.957,1077.204,2.0,0.6815,392.771,161.982,317.531,765.929
2683,0.8354,0.1568,319.697,406.32,155.39,2031.62,776.95,1108.699,789.002,2.0,0.6341,541.346,203.675,223.882,291.246
2684,0.9824,0.3322,369.537,372.19,87.61,1860.95,438.05,1294.048,924.511,2.0,0.6416,341.53,244.289,412.396,400.385
2685,0.8777,0.0429,343.325,501.87,74.5,2509.35,372.5,1892.289,1548.964,1.0,1.0736,350.787,234.682,310.446,993.642
2686,0.747,0.1778,617.235,407.15,29.2,2035.77,146.01,1633.313,1016.078,2.0,0.4453,546.271,429.601,345.589,175.198
2687,0.7743,0.2272,313.227,690.4,43.65,3451.99,218.26,2815.612,2502.385,1.0,1.7871,565.786,667.816,473.205,980.11
2688,0.9139,0.173,292.228,343.28,134.02,1716.41,670.1,871.081,578.853,2.0,0.5235,166.627,289.304,421.709,196.11
2689,0.8232,0.0807,328.473,334.3,193.3,1671.49,966.52,616.318,287.845,3.0,0.2545,159.677,238.919,96.185,430.493
2690,0.8126,0.0913,401.68,222.57,57.32,1112.87,286.61,673.44,271.76,3.0,0.2013,0.0,110.504,281.922,322.919
2691,0.8596,0.103,312.534,408.42,129.63,2042.12,648.17,1216.486,903.952,2.0,0.7279,327.315,329.336,469.287,216.098
2692,0.8554,0.031,398.964,271.55,197.58,1357.77,987.89,268.57,-130.394,,,104.121,271.213,0.0,235.09
2693,0.8591,0.2875,357.581,801.49,186.4,4007.44,931.99,2604.882,2247.301,1.0,1.4401,692.68,716.272,542.723,780.081
2694,0.8125,0.0288,306.11,733.22,141.39,3666.1,706.95,2615.802,2309.692,1.0,1.6971,672.633,876.124,479.5,540.091
2695,0.587,0.0538,285.696,247.11,163.57,1235.54,817.87,360.342,74.645,4.0,0.0827,196.104,100.079,47.003,315.498
2696,0.6311,0.1126,346.827,196.79,124.78,983.94,623.9,311.523,-35.304,,,212.13,128.718,211.667,-63.227
2697,0.9024,0.1056,245.492,675.19,158.29,3375.96,791.43,2261.961,2016.47,1.0,1.8327,599.192,1130.419,203.039,461.269
2698,0.9316,0.2399,325.433,348.35,249.87,1741.73,1249.37,429.854,104.421,4.0,0.1006,0.0,146.64,233.714,496.214
2699,0.9641,0.3902,247.039,430.23,87.78,2151.14,438.89,1496.551,1249.512,1.0,1.1874,163.493,574.983,403.61,401.115
2700,0.8082,0.1283,385.419,580.86,312.89,2904.29,1564.46,1228.703,843.284,2.0,0.571,217.077,553.988,156.658,786.403
2701,0.8343,0.2022,415.599,745.92,220.82,3729.61,1104.1,2253.765,1838.166,1.0,1.055,496.228,473.84,353.052,1137.941
2702,0.9031,0.0782,333.581,432.15,180.47,2160.75,902.35,1117.322,783.741,2.0,0.6075,297.706,272.596,402.954,387.314
2703,0.6638,0.1305,286.545,328.49,148.58,1642.46,742.89,722.14,435.595,2.0,0.4153,392.127,179.36,203.434,263.333
2704,0.9122,0.0433,391.078,563.24,395.63,2816.2,1978.17,807.594,416.516,3.0,0.3031,580.766,241.786,456.5,-28.633
2705,0.9509,0.3174,335.875,392.58,282.28,1962.88,1411.38,449.058,113.183,4.0,0.1053,151.887,470.634,288.984,99.867
2706,0.7217,0.1349,328.285,371.71,282.11,1858.57,1410.53,365.287,37.002,5.0,0.0367,492.476,105.688,113.98,108.397
2707,0.7489,0.1994,428.919,410.26,276.18,2051.32,1380.92,581.318,152.399,4.0,0.1107,273.518,541.868,358.207,-51.308
2708,0.7606,0.181,232.833,697.51,150.62,3487.57,753.11,2423.772,2190.939,1.0,2.0744,421.985,768.367,493.864,858.377
2709,0.9041,0.1574,447.509,434.15,182.09,2170.77,910.46,1062.668,615.159,3.0,0.3801,380.078,436.947,152.885,394.836
2710,0.8506,0.1339,340.744,565.17,141.41,2825.86,707.04,1835.21,1494.466,1.0,1.0472,221.413,947.44,149.545,726.89
2711,0.834,0.0582,242.84,577.17,316.43,2885.83,1582.15,1141.374,898.534,2.0,0.9023,392.157,463.821,290.986,467.968
2712,0.6365,0.1092,430.397,296.15,178.25,1480.76,891.27,509.4,79.004,5.0,0.0589,399.554,-6.824,0.0,453.738
2713,0.7761,0.1025,426.038,235.5,145.4,1177.52,726.98,412.402,-13.636,,,172.031,71.305,124.297,260.272
2714,0.8501,0.226,463.199,671.43,109.98,3357.15,549.89,2444.415,1981.216,1.0,1.0244,491.436,324.536,568.242,1047.536
2715,0.7661,0.1416,286.957,638.44,206.7,3192.21,1033.51,1886.189,1599.232,1.0,1.2939,318.326,330.943,433.623,1135.055
2716,0.7205,0.086,524.745,449.25,35.56,2246.25,177.82,1809.578,1284.832,2.0,0.6297,280.092,323.58,480.899,669.953
2717,0.7364,0.1215,461.842,618.06,244.27,3090.29,1221.35,1625.294,1163.452,2.0,0.6455,709.65,259.588,489.933,607.919
2718,0.7522,0.0484,421.185,538.95,96.41,2694.75,482.07,1891.664,1470.48,2.0,0.8577,382.942,548.003,351.69,634.907
2719,0.6874,0.124,276.272,314.12,149.67,1570.6,748.35,732.293,456.022,2.0,0.4464,273.815,110.389,223.109,374.986
2720,0.7797,0.1224,362.907,404.64,133.52,2023.19,667.6,1171.425,808.518,2.0,0.58,432.894,320.239,57.819,508.165
2721,0.86,0.2003,407.414,382.88,187.74,1914.38,938.72,870.357,462.943,3.0,0.3211,498.207,282.922,183.425,143.845
2722,0.8988,0.0231,441.656,528.47,160.71,2642.35,803.57,1607.293,1165.637,2.0,0.6722,770.841,376.413,315.49,319.062
2723,0.8155,0.1289,317.334,441.63,276.86,2208.17,1384.31,677.698,360.364,3.0,0.3209,497.414,339.134,163.962,22.684
2724,0.9232,0.03,361.708,453.01,254.5,2265.07,1272.5,868.222,506.514,3.0,0.3863,212.398,652.592,36.412,432.146
2725,0.8719,0.1904,262.52,526.11,296.13,2630.55,1480.65,1008.606,746.085,2.0,0.7169,389.714,254.913,399.201,201.428
2726,0.938,0.0788,425.326,369.37,276.76,1846.87,1383.78,439.096,13.77,5.0,0.0107,307.969,330.67,366.195,-26.882
2727,0.7775,0.3471,474.392,614.42,198.81,3072.1,994.07,1785.923,1311.531,2.0,0.6999,304.969,555.635,697.198,474.682
2728,0.7653,0.1787,264.295,661.37,219.14,3306.87,1095.7,1965.675,1701.38,1.0,1.4713,484.948,427.996,824.112,382.723
2729,0.8966,0.1805,534.817,421.34,190.71,2106.72,953.54,1018.588,483.771,3.0,0.2618,120.679,324.657,519.777,310.512
2730,0.9173,0.2377,299.241,562.13,218.04,2810.63,1090.21,1492.106,1192.865,2.0,0.9631,633.862,172.943,583.356,428.388
2731,0.9449,0.0597,315.491,169.18,97.68,845.9,488.38,320.777,5.286,5.0,0.0056,118.313,16.47,280.281,61.117
2732,0.7892,0.0598,293.861,469.84,152.1,2349.21,760.49,1461.071,1167.21,2.0,0.96,172.765,482.387,432.955,597.934
2733,0.8678,0.037,258.372,450.14,112.7,2250.72,563.51,1459.654,1201.283,1.0,1.1024,179.39,200.566,306.599,845.145
2734,0.8491,0.4662,369.193,542.17,220.56,2710.84,1102.8,1426.975,1057.782,2.0,0.722,291.912,249.796,625.076,622.904
2735,0.9187,0.0181,411.527,389.67,277.24,1948.33,1386.2,506.117,94.591,5.0,0.0732,69.193,451.06,53.033,256.414
2736,0.7759,0.2171,336.835,603.05,274.66,3015.23,1373.31,1439.134,1102.299,2.0,0.8106,222.75,492.607,582.854,535.087
2737,0.7861,0.0495,321.808,445.9,61.89,2229.5,309.43,1691.001,1369.193,1.0,1.0197,410.459,319.095,433.46,435.388
2738,0.7819,0.0464,343.708,187.56,50.25,937.78,251.23,584.736,241.029,3.0,0.208,348.222,43.36,187.067,6.329
2739,0.8154,0.3465,324.48,361.27,214.35,1806.33,1071.73,601.683,277.204,3.0,0.2487,465.351,159.505,341.384,-86.545
